id;type;title;start;end
65698930;ASSIGNMENT;Lista Parsons 2 - Estruturas condicionais - Python;2026-04-01 05:00:00;2026-05-31 04:00:00
67669082;EXAM;Exercicio Avaliativo em Sala 01;2026-03-23 20:00:00;2026-03-23 21:55:00
68524205;ASSIGNMENT;Lab 2 - Estrutura Condicional Simples e Composta;2025-04-07 20:30:00;2025-04-23 20:00:00
69476235;ASSIGNMENT;Lab 7 (tipos estruturados);2025-05-20 04:00:00;2025-05-28 14:00:00
69717310;ASSIGNMENT;Lista 3 - Exercicio em Sala;2024-10-08 18:30:00;2024-10-29 18:00:00
71079933;ASSIGNMENT;Lab 0 - Primeiros passos com o Python;2025-08-11 14:00:00;2025-08-26 16:00:00
72136582;ASSIGNMENT;Lab 0 - Primeiros passos com o Python;2025-03-25 12:30:00;2025-04-02 03:55:00
78009058;EXAM;Avaliação - 3º recuperação;2025-05-23 03:00:00;2025-05-23 21:30:00
84906202;ASSIGNMENT;L22 - Recursão 2;2024-11-21 22:00:00;2024-12-15 03:55:00
86727373;ASSIGNMENT;Lab 6 - Repetição por Contagem (for);2025-06-23 18:30:00;2025-07-02 18:00:00
90098608;EXAM;TP 5: Vetores e Strings;2024-11-28 18:10:00;2024-11-28 19:30:00
91577806;ASSIGNMENT;Lista de Exercicio 1;2024-08-22 04:00:00;2024-08-31 04:00:00
94682846;ASSIGNMENT;L11 - Listas;2025-12-09 17:40:00;2025-12-17 03:55:00
96745731;ASSIGNMENT;Lista 3;2025-08-15 16:00:00;2025-08-22 16:00:00
100025084;ASSIGNMENT;Lab 5 - Strings  e Listas;2025-06-10 12:30:00;2025-07-01 12:00:00
101974528;ASSIGNMENT;Lista Parsons 2 - Estruturas condicionais - C;2026-01-17 04:00:00;2026-04-18 04:00:00
103977769;EXAM;TP 3: Estrutura Condicional Encadeada;2025-10-02 18:00:00;2025-10-02 19:30:00
116927129;EXAM;TP 5: Listas e Strings;2025-10-28 04:00:00;2025-12-17 04:00:00
118189582;ASSIGNMENT;Exercícios em Sala - Vetores;2025-10-07 04:15:00;2025-10-07 04:15:00
118979569;EXAM;TP 5: Listas e Strings;2025-06-18 20:10:00;2025-06-18 21:50:00
119249144;ASSIGNMENT;Lab 0 - Primeiros passos com o Python;2024-08-27 12:00:00;2024-10-15 12:00:00
120732249;ASSIGNMENT;Lista Parsons 1 - Estrutura Sequencial - Python;2026-03-19 22:00:00;2026-03-25 00:00:00
120765527;ASSIGNMENT;Lista Parsons 4 - Strings e listas - Python;2026-06-02 22:00:00;2026-06-03 00:00:00
120771752;ASSIGNMENT;Lista Parsons 2 - Estruturas Condicionais - Python;2026-04-09 22:00:00;2026-04-10 00:00:00
120784654;ASSIGNMENT;Lista Parsons 3 - Laço While - Python;2026-05-12 22:00:00;2026-05-13 00:00:00
120799764;ASSIGNMENT;Lista Parsons 0 - Familiarização - Python;2026-03-10 22:00:00;2026-03-11 00:00:00
124125978;ASSIGNMENT;Lista Parsons 3 - Laço while - Java;2026-06-10 21:00:00;2026-06-11 00:30:00
128387982;EXAM;Terceira Avaliação de IC 2025-1;2025-07-11 14:00:00;2025-07-11 16:15:00
131255225;EXAM;TP 1: Variáveis e Estrutura Sequencial;2026-03-25 20:00:00;2026-03-25 21:55:00
139161819;ASSIGNMENT;Lab 4 – Repetição por Condição (while);2025-10-09 21:00:00;2025-10-21 20:00:00
139506134;ASSIGNMENT;Prática 12 - Ponteiros 2;2024-10-29 05:00:00;2024-12-30 04:00:00
141984668;ASSIGNMENT;Lista Parsons 2 - Estruturas condicionais - C;2026-03-17 16:00:00;2026-03-17 20:00:00
143240609;EXAM;Avaliação - Recuperação 1º Bimestre;2026-04-15 03:00:00;2026-04-15 18:50:00
152568706;ASSIGNMENT;Laboratório de Programação 1;2026-02-12 04:00:00;2026-02-19 04:00:00
154456172;EXAM;TP 5: Listas e Strings;2025-07-01 17:55:00;2025-07-01 19:45:00
155535393;ASSIGNMENT;Algum titulo do trabalho;2024-09-17 04:05:00;2024-09-27 04:35:00
169472383;ASSIGNMENT;L01 - Python;2024-10-23 04:00:00;2025-01-16 19:00:00
169599149;EXAM;Exercicio Avaliativo em Sala 02 (LS2);2026-04-14 22:00:00;2026-04-15 00:00:00
171432432;EXAM;Exercício Avaliativo em Sala 04;2025-06-21 16:05:00;2025-06-21 18:05:00
171920069;ASSIGNMENT;L03 - Ordenação (1);2025-04-11 00:55:00;2025-04-25 22:00:00
173125248;ASSIGNMENT;Lista 6 - Exercícios em Sala;2024-11-26 04:00:00;2024-12-05 11:00:00
175473188;EXAM;AV2 3 bim;2025-10-09 03:00:00;2025-10-09 21:30:00
177956289;ASSIGNMENT;Lista Parsons 2 - Estruturas condicionais - C;2026-01-17 04:00:00;2026-02-17 04:00:00
179051500;ASSIGNMENT;Exercícios da P3;2024-12-13 04:00:00;2024-12-30 04:00:00
183313776;ASSIGNMENT;Lab 2 - Estrutura Condicional Simples e Composta;2026-04-01 18:00:00;2026-04-08 20:00:00
186479976;ASSIGNMENT;Lista Parsons 0 - Familiarização - Python;2025-09-17 03:00:00;2026-02-20 03:00:00
189778931;ASSIGNMENT;Prática da Avaliação Parcial 2;2024-11-12 07:00:00;2024-12-30 04:00:00
189808480;ASSIGNMENT;Lab 3 - Estrutura Condicional Encadeada;2025-04-28 20:10:00;2025-05-07 20:00:00
199655685;ASSIGNMENT;Vetor e String;2024-08-28 12:00:00;2024-12-06 04:00:00
202447422;ASSIGNMENT;Lista Parsons 0 - Familiarização - Java;2026-01-21 04:00:00;2026-07-31 04:00:00
205076190;ASSIGNMENT;Seleção;2025-04-18 03:00:00;2025-04-30 03:00:00
206855073;ASSIGNMENT;Lista Parsons 3 - Laço for com condição - Go;2026-02-12 03:00:00;2026-07-31 03:00:00
212566026;EXAM;Nivelamento - Algoritmos e Lógica;2026-03-06 00:00:00;2026-03-24 04:00:00
213829412;ASSIGNMENT;Lab 3 - Estrutura Condicional Encadeada;2026-04-16 20:00:00;2026-04-28 20:00:00
216359026;EXAM;TP 4: Estrutura de Repetição por Condição;2024-10-31 00:05:00;2024-10-31 01:35:00
220769621;ASSIGNMENT;L03 - Ordenação Quasilinear;2025-08-14 04:00:00;2026-01-17 04:00:00
225103435;EXAM;TP 4: Estrutura de Repetição por Condição;2025-05-28 20:10:00;2025-05-28 21:40:00
228602157;ASSIGNMENT;Lab 1 - Variáveis e Estrutura Sequencial - 2026-1;2026-03-26 18:00:00;2026-04-07 03:55:00
233732249;ASSIGNMENT;Lista Parsons 1 - Estrutura Sequencial - Python;2026-03-23 22:40:00;2026-03-24 00:00:00
233765527;ASSIGNMENT;Lista Parsons 4 - Strings e listas - Python;2026-05-27 22:00:00;2026-05-28 00:00:00
233771752;ASSIGNMENT;Lista Parsons 2 - Estruturas Condicionais - Python;2026-04-06 22:00:00;2026-04-07 00:00:00
233784654;ASSIGNMENT;Lista Parsons 3 - Laço While - Python;2026-05-06 22:00:00;2026-05-07 00:00:00
233799764;ASSIGNMENT;Lista Parsons 0 - Familiarização - Python;2026-03-09 22:00:00;2026-03-10 00:00:00
236938599;ASSIGNMENT;Lab 1 - Variáveis e Estrutura Sequencial;2025-03-20 04:00:00;2025-04-08 17:00:00
239724537;EXAM;Exercício Avaliativo em Sala 05;2025-06-24 18:00:00;2025-06-24 20:00:00
240815043;ASSIGNMENT;Extras 1: Variáveis e Estrutura Sequencial;2024-09-02 17:00:00;2024-09-30 19:00:00
242230456;EXAM;TP 4: Estrutura de Repetição por Condição;2025-06-05 12:05:00;2025-06-05 13:30:00
243283029;ASSIGNMENT;Lista 5 - Exercícios em Sala;2025-04-20 04:00:00;2025-04-20 04:00:00
244024958;ASSIGNMENT;Matriz e Vetor;2025-09-12 18:50:00;2025-12-05 03:55:00
246820913;ASSIGNMENT;5 - Repetição por Contagem (comand para - for);2026-05-06 04:00:00;2026-07-30 04:00:00
249103774;EXAM;TP 1: Variáveis e Estrutura Sequencial;2024-09-11 14:05:00;2024-09-11 15:50:00
252829611;EXAM;Teste de ambiente pré-prova;2024-11-07 21:00:00;2024-11-07 22:05:00
263606915;ASSIGNMENT;Extras 2:  Estrutura Condicional Simples e Compost;2024-09-18 04:00:00;2024-10-30 14:00:00
276200840;EXAM;Exercício Avaliativo em Sala 06;2025-07-05 15:00:00;2025-07-05 17:00:00
281499764;ASSIGNMENT;Lista Parsons 0 - Familiarização - Python;2026-03-12 14:00:00;2026-03-13 03:55:00
287785835;ASSIGNMENT;Lab 1 - Variáveis e Estrutura Sequencial;2025-03-27 19:00:00;2025-06-23 20:00:00
290983374;ASSIGNMENT;Lista 1 - Exercícios em Sala;2024-08-28 16:00:00;2024-09-30 20:00:00
292663151;EXAM;Teste de ambiente pré-prova;2024-10-03 21:00:00;2024-10-03 22:00:00
293475254;EXAM;Exercício Avaliativo em Sala 04;2025-10-22 22:00:00;2025-10-22 23:30:00
296612650;ASSIGNMENT;Lista Parsons 3 - Laço while - C;2026-05-02 04:00:00;2026-07-31 04:00:00
297768070;ASSIGNMENT;Lab 6 - Repetição por Contagem (for);2024-11-27 18:00:00;2024-12-04 17:55:00
300602731;EXAM;TP 3: Estrutura Condicional Encadeada;2024-10-09 14:10:00;2024-10-09 15:25:00
301028465;ASSIGNMENT;Lista Parsons 3 - Laço While - Python;2025-12-05 04:00:00;2026-08-14 04:00:00
301079976;ASSIGNMENT;Lista Parsons 0 - Familiarização - Python;2025-09-17 03:00:00;2026-05-08 03:00:00
317681021;ASSIGNMENT;Lab 4 - Repetição por Condição (while);2026-04-23 22:30:00;2026-05-08 03:55:00
319943357;ASSIGNMENT;Lista Parsons 4 - Strings e listas - Python;2026-04-01 09:00:00;2026-05-31 04:00:00
326898785;ASSIGNMENT;Extras 5: Listas & Strings;2025-11-12 20:00:00;2025-11-24 18:00:00
330367174;ASSIGNMENT;Lab 5 - Strings  e Listas;2025-05-31 04:00:00;2025-05-31 04:00:00
330432249;ASSIGNMENT;Lista Parsons 1 - Estrutura Sequencial - Python;2026-03-17 20:00:00;2026-03-19 22:00:00
330465527;ASSIGNMENT;Lista Parsons 4 - Strings e listas - Python;2026-06-02 20:00:00;2026-06-02 22:00:00
330471752;ASSIGNMENT;Lista Parsons 2 - Estruturas Condicionais - Python;2026-04-07 20:00:00;2026-04-07 22:00:00
330484654;ASSIGNMENT;Lista Parsons 3 - Laço While - Python;2026-05-12 20:00:00;2026-05-12 22:00:00
330499764;ASSIGNMENT;Lista Parsons 0 - Familiarização - Python;2026-03-12 20:00:00;2026-03-12 22:00:00
331502226;ASSIGNMENT;Lista extra (ordenação e busca);2025-07-08 04:00:00;2025-07-18 13:00:00
331513457;ASSIGNMENT;Extras 4 – Repetição por Condição (while);2024-09-19 04:00:00;2024-09-19 04:00:00
332626227;ASSIGNMENT;Lista 9;2025-04-11 16:00:00;2025-05-02 16:00:00
333086096;EXAM;TP 4: Estrutura de Repetição por Condição;2025-06-03 20:00:00;2025-06-03 21:30:00
342175613;EXAM;TP 6: Estrutura de Repetição por Contagem (for);2025-12-03 14:00:00;2025-12-03 16:00:00
344164635;EXAM;TP 3: Estrutura Condicional Encadeada;2025-05-07 18:10:00;2025-05-07 19:40:00
354575100;ASSIGNMENT;Lab 2 - Entrada e Saída de Dados;2026-04-09 22:30:00;2026-05-01 03:55:00
366165100;ASSIGNMENT;Lab 4 – Repetição por Condição (while);2025-05-12 18:30:00;2025-05-26 18:00:00
368109256;ASSIGNMENT;Lista 1 - Exercícios em Sala;2024-09-03 04:00:00;2024-09-13 03:55:00
384084440;ASSIGNMENT;L02 - Python (2);2025-03-26 22:00:00;2025-04-02 22:00:00
384350721;ASSIGNMENT;Lab 6 - Repetição por Contagem (for);2025-11-27 20:00:00;2025-12-02 20:00:00
384689449;ASSIGNMENT;Lista Parsons 3 - Laço while - C;2026-01-22 04:00:00;2026-07-31 04:00:00
388465005;ASSIGNMENT;Lista Parsons 2 - Estruturas condicionais - GO;2026-02-03 03:00:00;2026-10-16 03:00:00
399547841;EXAM;Exercício Avaliativo em Sala 06;2025-07-08 22:00:00;2025-07-08 23:30:00
400997612;ASSIGNMENT;Extras 3 - Estrutura Condicional Encadeada;2025-09-23 13:00:00;2025-10-10 12:00:00
401544602;ASSIGNMENT;L02 - Ordenação;2024-11-13 20:45:00;2025-01-16 19:00:00
402031508;EXAM;TP 3: Estrutura Condicional Encadeada;2025-09-30 00:10:00;2025-09-30 01:30:00
402196994;ASSIGNMENT;Extras 1: Variáveis e Estrutura Sequencial;2025-04-03 12:00:00;2025-04-23 03:55:00
407610653;EXAM;Avaliação de teste;2024-09-09 04:00:00;2024-09-30 04:00:00
414831906;ASSIGNMENT;Lista 5 - Exercícios em Sala;2024-11-04 16:00:00;2024-11-13 18:00:00
415145013;ASSIGNMENT;Lista 5 - Exercícios em Sala;2024-11-04 23:55:00;2024-11-25 23:55:00
420154243;EXAM;Exercicio Avaliativo em Sala 02;2025-04-22 22:00:00;2025-04-29 23:40:00
422457437;ASSIGNMENT;Praticando Recursividade;2025-06-11 04:00:00;2025-07-19 04:00:00
422938341;ASSIGNMENT;Lab 9 (recursão);2025-06-09 04:00:00;2025-06-21 03:55:00
431462224;EXAM;TP 5: Listas e Strings;2025-06-29 15:00:00;2025-06-29 17:00:00
431770041;ASSIGNMENT;Lista 1 - Exercícios em Sala;2025-03-20 22:00:00;2025-04-04 04:00:00
432128465;ASSIGNMENT;Lista Parsons 3 - Laço while - Python;2025-12-05 04:00:00;2026-08-14 04:00:00
434425050;ASSIGNMENT;Extras 3 - Estrutura Condicional Encadeada;2024-10-02 04:00:00;2024-10-30 14:00:00
434523756;ASSIGNMENT;Lista Encadeada 2.0;2024-10-07 04:00:00;2024-12-06 04:00:00
439094205;ASSIGNMENT;Lab 2 - Estrutura Condicional Simples e Composta;2026-04-01 20:00:00;2026-04-06 19:55:00
444815548;ASSIGNMENT;Lab 3 - Estrutura Condicional Encadeada;2026-04-16 12:00:00;2026-05-29 04:00:00
451770832;ASSIGNMENT;Lista 6 - Exercícios em Sala;2024-11-25 14:31:00;2024-12-04 14:00:00
453561769;ASSIGNMENT;Prática 03 - Operações++;2024-09-19 12:00:00;2024-12-30 04:00:00
455782020;ASSIGNMENT;Lista 5;2025-03-07 16:00:00;2025-03-15 15:55:00
455851302;EXAM;TP 5: Listas e Strings;2025-11-18 20:00:00;2025-11-18 21:00:00
458281393;ASSIGNMENT;Lista 8;2026-03-03 16:00:00;2026-03-16 02:55:00
459282688;ASSIGNMENT;Extras 1: Variáveis e Estrutura Sequencial;2024-09-12 04:00:00;2024-10-31 18:00:00
460689845;ASSIGNMENT;L04 - Árvores binárias de busca;2025-04-23 22:00:00;2025-05-12 22:00:00
463532160;EXAM;Teste;2026-03-26 04:00:00;2026-03-30 04:00:00
470021280;ASSIGNMENT;Lista 4 – Repetição por Condição (while);2024-10-31 18:00:00;2024-12-19 18:00:00
475680412;ASSIGNMENT;Lista Parsons 4 - Vetores e strings - Java;2026-05-12 22:00:00;2026-05-13 02:00:00
477539282;ASSIGNMENT;Lista extra;2025-03-21 18:10:00;2025-04-04 20:00:00
478340550;EXAM;Avaliação de Algoritmos - Etapa 02;2025-06-13 00:00:00;2025-06-14 02:00:00
486522546;EXAM;Exercicio Avaliativo em Sala 02;2025-04-08 04:00:00;2025-04-15 04:00:00
499677791;ASSIGNMENT;Condicionais;2025-07-03 22:00:00;2025-07-05 03:00:00
508365587;ASSIGNMENT;L3;2025-06-12 03:00:00;2025-10-31 03:00:00
508997849;EXAM;Avaliacao 02 - Jonas;2025-06-16 04:00:00;2025-06-16 04:00:00
511705947;EXAM;TP 6: Estrutura de Repetição por Contagem (for);2025-06-26 04:00:00;2025-06-26 04:00:00
517119003;ASSIGNMENT;L7.1 - Vetor (Listas);2025-09-04 03:00:00;2025-11-30 03:00:00
522520676;EXAM;Exercicio Avaliativo em Sala 02;2026-04-09 20:00:00;2026-04-09 21:10:00
524447222;EXAM;TP 5: Vetores e Strings;2024-11-19 22:10:00;2024-11-19 23:40:00
529099409;ASSIGNMENT;Laboratório de Programação 3;2026-02-23 04:00:00;2026-04-14 03:59:00
531598408;ASSIGNMENT;Treinamento - Sequenciais;2025-04-20 04:00:00;2025-04-20 04:00:00
534800553;ASSIGNMENT;Lab 1 - Resumo Lógica de Programação;2025-06-03 03:00:00;2025-06-30 03:00:00
536706617;ASSIGNMENT;Lista 3: Exercícios em Sala;2025-05-21 22:00:00;2025-05-28 03:55:00
536884558;ASSIGNMENT;Lista 9;2025-10-17 16:00:00;2025-10-24 16:00:00
537498399;ASSIGNMENT;Lab 2: Estrutura Condicional Simples e Composta;2024-09-16 15:00:00;2024-09-25 14:00:00
539885011;EXAM;Exercicio Avaliativo em Sala 03;2025-09-24 18:00:00;2025-10-01 18:00:00
543467155;EXAM;Primeira Avaliação de IC - Golang;2024-10-11 20:00:00;2024-10-11 22:00:00
544743263;EXAM;TP 6: Estrutura de Repetição por Contagem (for);2025-07-10 18:00:00;2025-07-10 19:45:00
553086770;EXAM;Prova Final;2025-12-16 18:00:00;2025-12-16 19:20:00
553396776;ASSIGNMENT;Lab 6 - Repetição por Contagem (for);2026-05-27 04:00:00;2026-06-23 04:00:00
558149337;ASSIGNMENT;Lista 1 - Exercícios em Sala;2024-08-29 04:00:00;2024-09-17 11:59:00
564424622;ASSIGNMENT;Extras 1: Variáveis e Estrutura Sequencial;2025-03-19 20:30:00;2025-04-02 20:00:00
565802743;ASSIGNMENT;Lab 1 - Variáveis e Estrutura Sequencial - 2026-1;2026-03-11 22:00:00;2026-04-01 22:00:00
566048772;EXAM;TP Substitutivo;2025-07-15 18:00:00;2025-07-15 20:00:00
569674718;ASSIGNMENT;Trabalho;2025-10-07 03:05:00;2025-11-08 02:55:00
578717138;EXAM;Exercício Avaliativo em Sala 04;2025-10-14 12:00:00;2025-10-14 13:35:00
580355779;EXAM;TP 1: Variáveis e Estrutura Sequencial;2025-04-02 18:00:00;2025-04-02 19:50:00
585776055;ASSIGNMENT;Lab 1 - Variáveis e Estrutura Sequencial;2024-08-29 04:00:00;2024-09-17 11:59:00
586949747;ASSIGNMENT;Lab 4 – Repetição por Condição (while);2026-04-22 18:00:00;2026-05-08 20:00:00
588077400;ASSIGNMENT;Lista Parsons 1 - Estrutura Sequencial - Python;2026-04-01 04:00:00;2026-04-30 04:00:00
590293629;ASSIGNMENT;Lab 1 - Variáveis e Estrutura Sequencial (atual);2025-03-19 22:00:00;2025-04-02 21:55:00
591941110;EXAM;Avaliação 1 - I Bimestre;2026-04-15 03:00:00;2026-04-15 18:50:00
594191575;EXAM;Avaliação Recuperação -  2º Bimestre;2025-07-30 03:00:00;2025-07-31 21:25:00
598260430;ASSIGNMENT;Lista Parsons 0 - Familiarização - C UEG-Ana;2026-01-21 04:00:00;2026-07-31 04:00:00
617246629;ASSIGNMENT;Prática 23 - Lista ligada;2024-11-23 04:00:00;2024-12-30 04:00:00
618010224;EXAM;TP 6: Estrutura de Repetição por Contagem (for);2024-12-04 18:00:00;2024-12-04 19:50:00
621749523;EXAM;TP 5: Listas e Strings;2025-06-18 18:10:00;2025-06-18 19:40:00
631605243;ASSIGNMENT;Lista 2 - Exercícios em Sala;2024-09-17 00:00:00;2024-09-25 23:55:00
648920194;ASSIGNMENT;Lab 01 - Modularização: Funções;2025-08-20 23:00:00;2025-11-05 03:55:00
651617588;EXAM;Teste de ambiente (PF);2024-12-17 21:00:00;2024-12-17 22:05:00
651949104;ASSIGNMENT;Lista 6 - Exercícios em Sala;2024-10-21 04:00:00;2024-10-22 04:00:00
652222885;ASSIGNMENT;Lab 5 - Listas, Strings e Vetores;2024-11-04 23:55:00;2024-11-25 23:55:00
657132249;ASSIGNMENT;Lista Parsons 1 - Estrutura Sequencial - Python;2026-03-26 18:00:00;2026-03-26 20:00:00
657165527;ASSIGNMENT;Lista Parsons 4 - Strings e listas - Python;2026-06-02 18:00:00;2026-06-02 20:00:00
657171752;ASSIGNMENT;Lista Parsons 2 - Estruturas Condicionais - Python;2026-04-07 18:00:00;2026-04-07 20:00:00
657184654;ASSIGNMENT;Lista Parsons 3 - Laço While - Python;2026-04-23 18:00:00;2026-04-23 20:00:00
657199764;ASSIGNMENT;Lista Parsons 0 - Familiarização - Python;2026-03-10 18:00:00;2026-03-13 20:00:00
662440429;EXAM;TP 2: Est. Condicional Simples e Composta;2025-04-23 18:15:00;2025-04-23 19:45:00
664629356;ASSIGNMENT;Lab 1 - Variáveis e Estrutura Sequencial;2025-03-19 19:00:00;2025-04-02 18:00:00
677928262;ASSIGNMENT;Lab 1 - Variáveis e Estrutura Sequencial - 2025-2;2025-08-26 20:00:00;2025-08-28 22:00:00
681552007;ASSIGNMENT;Lista 8.1;2025-04-11 16:00:00;2025-04-18 20:00:00
691987931;ASSIGNMENT;Prática 22 - Recursão 2;2024-11-22 04:00:00;2024-12-30 04:00:00
692453688;ASSIGNMENT;Extras 2:  Estrutura Condicional Simples e Compost;2025-04-15 17:00:00;2025-04-23 20:00:00
692789134;EXAM;Avaliação Substitutiva;2024-12-19 22:10:00;2024-12-20 00:00:00
694213824;EXAM;Prova Final;2025-07-03 04:00:00;2025-07-04 04:00:00
694289135;EXAM;Prova de Reposição;2024-12-19 13:15:00;2024-12-19 14:55:00
694958208;EXAM;Exercicio Avaliativo em Sala 01;2025-04-01 18:10:00;2025-04-01 18:55:00
699625651;EXAM;Avaliação 1;2026-03-19 16:10:00;2026-03-19 18:10:00
710316568;ASSIGNMENT;Lab 3 - Estrutura Condicional Encadeada;2025-05-08 18:00:00;2025-06-23 20:00:00
711368833;EXAM;Exercício Avaliativo em Sala 06;2025-12-02 18:00:00;2025-12-02 19:50:00
711619941;ASSIGNMENT;L23 - Lista ligada;2024-11-28 21:00:00;2024-12-15 03:55:00
712569661;EXAM;TP 5: Listas e Strings;2025-11-24 18:05:00;2025-11-24 19:35:00
713542732;ASSIGNMENT;Lista 6 - Recursividade e Struct;2025-09-12 16:01:00;2025-09-26 20:00:00
713727016;ASSIGNMENT;Comandos básicos em Python;2025-02-28 04:00:00;2025-03-16 03:55:00
716906103;EXAM;Exercício Avaliativo em Sala 06;2025-10-28 04:00:00;2025-12-17 04:00:00
720745080;ASSIGNMENT;Lista 10;2025-04-25 16:00:00;2025-05-02 16:00:00
725972247;ASSIGNMENT;Lista 03: Estrutura de Repetição;2026-04-08 13:00:00;2026-04-13 03:55:00
735961458;ASSIGNMENT;L16 - Matrizes;2024-10-22 23:00:00;2024-11-19 22:00:00
738214749;ASSIGNMENT;Dia 3 - For e Outras coisinhas;2025-07-23 12:00:00;2025-07-28 03:55:00
738260231;EXAM;Avaliação Final de IC 2024-2;2024-12-18 20:00:00;2024-12-18 22:15:00
745260100;ASSIGNMENT;Lab 06 - Listas, Filas e Pilhas;2025-10-07 03:00:00;2025-10-07 03:05:00
746277812;ASSIGNMENT;Primeiros exercícios;2024-09-09 14:00:00;2024-10-05 03:55:00
751582370;ASSIGNMENT;Exercício de programação;2025-10-07 03:05:00;2025-11-12 02:55:00
752342094;ASSIGNMENT;Lab 2 (condicionais, while, for, do-while, break);2025-03-26 15:00:00;2025-04-05 03:55:00
753335496;ASSIGNMENT;Lista de exercícios em Python;2025-10-07 04:05:00;2025-11-08 03:55:00
757180923;EXAM;TP 4: Estrutura de Repetição por Condição;2024-11-12 12:10:00;2024-11-12 13:10:00
759078646;ASSIGNMENT;Lista 1 - Exercícios em Sala;2024-08-29 04:00:00;2024-10-31 18:00:00
761125944;EXAM;TP 5: Vetores e Strings;2024-11-18 18:00:00;2024-11-18 19:50:00
772332446;ASSIGNMENT;Lista 4;2026-02-24 16:00:00;2026-03-16 02:55:00
777383327;ASSIGNMENT;Lista 12;2026-03-17 16:00:00;2026-03-24 02:55:00
779852215;ASSIGNMENT;Lista 2 - Exercícios em Sala;2024-09-10 04:00:00;2024-09-17 04:00:00
780965029;EXAM;Exercicio Avaliativo em Sala 02;2025-08-28 04:00:00;2025-12-17 04:00:00
781280671;ASSIGNMENT;Extras 3 - Estrutura Condicional Encadeada;2024-09-19 04:00:00;2024-09-19 04:00:00
784977564;ASSIGNMENT;Extras 6 - Repetição por Contagem (for);2024-10-21 04:00:00;2024-10-22 04:00:00
790612611;EXAM;TP 4: Estrutura de Repetição por Condição;2025-06-12 18:05:00;2025-06-12 20:00:00
793058709;ASSIGNMENT;Lista 6;2025-03-14 18:10:00;2025-03-21 16:00:00
795284755;ASSIGNMENT;Lista Parsons 0 - Familiarização - Python;2026-03-31 04:00:00;2026-05-31 04:00:00
800632824;ASSIGNMENT;L01 - Programação em C;2025-08-24 23:45:00;2025-09-08 04:00:00
801708840;EXAM;Segunda Chamada - TP 2;2024-10-29 22:10:00;2024-10-29 23:30:00
802014914;EXAM;Exercicio Avaliativo em Sala 03;2025-10-01 22:10:00;2025-10-01 23:10:00
806132249;ASSIGNMENT;Lista Parsons 1 - Estrutura Sequencial - Python;2026-03-18 20:00:00;2026-03-18 22:00:00
806165527;ASSIGNMENT;Lista Parsons 4 - Strings e listas - Python;2026-05-27 20:00:00;2026-05-27 22:00:00
806171752;ASSIGNMENT;Lista Parsons 2 - Estruturas Condicionais - Python;2026-04-01 20:00:00;2026-04-01 22:00:00
806184654;ASSIGNMENT;Lista Parsons 3 - Laço While - Python;2026-05-06 20:00:00;2026-05-06 22:00:00
